"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2009"	"2009"	"Other restrictive cardiomyopathy"	"I42.5"	182	306771529	0.1
	"2009"	"2009"	"Alcoholic cardiomyopathy"	"I42.6"	536	306771529	0.2
	"2009"	"2009"	"Cardiomyopathy due to drugs and other external agents"	"I42.7"	19	306771529	Unreliable
	"2009"	"2009"	"Other cardiomyopathies"	"I42.8"	80	306771529	0.0
	"2009"	"2009"	"Cardiomyopathy, unspecified"	"I42.9"	17353	306771529	5.7
	"2009"	"2009"	"Atrioventricular block, first degree"	"I44.0"	2	306771529	Unreliable
	"2009"	"2009"	"Atrioventricular block, second degree"	"I44.1"	9	306771529	Unreliable
	"2009"	"2009"	"Atrioventricular block, complete"	"I44.2"	350	306771529	0.1
	"2009"	"2009"	"Other and unspecified atrioventricular block"	"I44.3"	39	306771529	0.0
	"2009"	"2009"	"Left bundle-branch block, unspecified"	"I44.7"	14	306771529	Unreliable
	"2009"	"2009"	"Other and unspecified right bundle-branch block"	"I45.1"	4	306771529	Unreliable
	"2009"	"2009"	"Bifascicular block"	"I45.2"	1	306771529	Unreliable
	"2009"	"2009"	"Trifascicular block"	"I45.3"	2	306771529	Unreliable
	"2009"	"2009"	"Nonspecific intraventricular block"	"I45.4"	6	306771529	Unreliable
	"2009"	"2009"	"Other specified heart block"	"I45.5"	5	306771529	Unreliable
	"2009"	"2009"	"Pre-excitation syndrome"	"I45.6"	25	306771529	0.0
	"2009"	"2009"	"Other specified conduction disorders"	"I45.8"	510	306771529	0.2
	"2009"	"2009"	"Conduction disorder, unspecified"	"I45.9"	110	306771529	0.0
	"2009"	"2009"	"Sudden cardiac death, so described"	"I46.1"	2789	306771529	0.9
	"2009"	"2009"	"Cardiac arrest, unspecified"	"I46.9"	13748	306771529	4.5
	"2009"	"2009"	"Re-entry ventricular arrhythmia"	"I47.0"	1	306771529	Unreliable
	"2009"	"2009"	"Supraventricular tachycardia"	"I47.1"	130	306771529	0.0
	"2009"	"2009"	"Ventricular tachycardia"	"I47.2"	475	306771529	0.2
	"2009"	"2009"	"Paroxysmal tachycardia, unspecified"	"I47.9"	1	306771529	Unreliable
	"2009"	"2009"	"Atrial fibrillation and flutter"	"I48"	15434	306771529	5.0
	"2009"	"2009"	"Ventricular fibrillation and flutter"	"I49.0"	1037	306771529	0.3
	"2009"	"2009"	"Atrial premature depolarization"	"I49.1"	3	306771529	Unreliable
	"2009"	"2009"	"Ventricular premature depolarization"	"I49.3"	10	306771529	Unreliable
	"2009"	"2009"	"Sick sinus syndrome"	"I49.5"	391	306771529	0.1
	"2009"	"2009"	"Other specified cardiac arrhythmias"	"I49.8"	124	306771529	0.0
	"2009"	"2009"	"Cardiac arrhythmia, unspecified"	"I49.9"	7631	306771529	2.5
	"2009"	"2009"	"Congestive heart failure"	"I50.0"	51362	306771529	16.7
	"2009"	"2009"	"Left ventricular failure"	"I50.1"	143	306771529	0.0
	"2009"	"2009"	"Heart failure, unspecified"	"I50.9"	4905	306771529	1.6
	"2009"	"2009"	"Cardiac septal defect, acquired"	"I51.0"	8	306771529	Unreliable
	"2009"	"2009"	"Rupture of chordae tendineae, not elsewhere classified"	"I51.1"	12	306771529	Unreliable
	"2009"	"2009"	"Rupture of papillary muscle, not elsewhere classified"	"I51.2"	9	306771529	Unreliable
	"2009"	"2009"	"Intracardiac thrombosis, not elsewhere classified"	"I51.3"	23	306771529	0.0
	"2009"	"2009"	"Myocarditis, unspecified"	"I51.4"	489	306771529	0.2
	"2009"	"2009"	"Myocardial degeneration"	"I51.5"	190	306771529	0.1
	"2009"	"2009"	"Cardiovascular disease, unspecified"	"I51.6"	4832	306771529	1.6
	"2009"	"2009"	"Cardiomegaly"	"I51.7"	1697	306771529	0.6
	"2009"	"2009"	"Other ill-defined heart diseases"	"I51.8"	1052	306771529	0.3
	"2009"	"2009"	"Heart disease, unspecified"	"I51.9"	5063	306771529	1.7
	"2009"	"2009"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	71	306771529	0.0
	"2009"	"2009"	"Subarachnoid haemorrhage from other intracranial arteries"	"I60.6"	46	306771529	0.0
	"2009"	"2009"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	369	306771529	0.1
	"2009"	"2009"	"Other subarachnoid haemorrhage"	"I60.8"	190	306771529	0.1
	"2009"	"2009"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	4805	306771529	1.6
	"2009"	"2009"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	248	306771529	0.1
	"2009"	"2009"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	208	306771529	0.1
	"2009"	"2009"	"Intracerebral haemorrhage in hemisphere, unspecified"	"I61.2"	36	306771529	0.0
	"2009"	"2009"	"Intracerebral haemorrhage in brain stem"	"I61.3"	631	306771529	0.2
	"2009"	"2009"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	482	306771529	0.2
	"2009"	"2009"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	709	306771529	0.2
	"2009"	"2009"	"Other intracerebral haemorrhage"	"I61.8"	53	306771529	0.0
	"2009"	"2009"	"Intracerebral haemorrhage, unspecified"	"I61.9"	14231	306771529	4.6
	"2009"	"2009"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	2268	306771529	0.7
	"2009"	"2009"	"Nontraumatic extradural haemorrhage"	"I62.1"	24	306771529	0.0
	"2009"	"2009"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	8662	306771529	2.8
	"2009"	"2009"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	146	306771529	0.0
	"2009"	"2009"	"Cerebral infarction due to embolism of precerebral arteries"	"I63.1"	21	306771529	0.0
	"2009"	"2009"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	609	306771529	0.2
	"2009"	"2009"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	880	306771529	0.3
	"2009"	"2009"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	989	306771529	0.3
	"2009"	"2009"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	263	306771529	0.1
	"2009"	"2009"	"Other cerebral infarction"	"I63.8"	88	306771529	0.0
	"2009"	"2009"	"Cerebral infarction, unspecified"	"I63.9"	3495	306771529	1.1
	"2009"	"2009"	"Stroke, not specified as haemorrhage or infarction"	"I64"	68178	306771529	22.2
	"2009"	"2009"	"Dissection of cerebral arteries, nonruptured"	"I67.0"	18	306771529	Unreliable
	"2009"	"2009"	"Cerebral aneurysm, nonruptured"	"I67.1"	326	306771529	0.1
	"2009"	"2009"	"Cerebral atherosclerosis"	"I67.2"	1453	306771529	0.5
	"2009"	"2009"	"Progressive vascular leukoencephalopathy"	"I67.3"	21	306771529	0.0
	"2009"	"2009"	"Hypertensive encephalopathy"	"I67.4"	71	306771529	0.0
	"2009"	"2009"	"Moyamoya disease"	"I67.5"	15	306771529	Unreliable
	"2009"	"2009"	"Cerebral arteritis, not elsewhere classified"	"I67.7"	61	306771529	0.0
	"2009"	"2009"	"Other specified cerebrovascular diseases"	"I67.8"	947	306771529	0.3
	"2009"	"2009"	"Cerebrovascular disease, unspecified"	"I67.9"	5260	306771529	1.7
	"2009"	"2009"	"Sequelae of subarachnoid haemorrhage"	"I69.0"	72	306771529	0.0
	"2009"	"2009"	"Sequelae of intracerebral haemorrhage"	"I69.1"	187	306771529	0.1
	"2009"	"2009"	"Sequelae of other nontraumatic intracranial haemorrhage"	"I69.2"	170	306771529	0.1
	"2009"	"2009"	"Sequelae of cerebral infarction"	"I69.3"	423	306771529	0.1
	"2009"	"2009"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	7916	306771529	2.6
	"2009"	"2009"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	4200	306771529	1.4
	"2009"	"2009"	"Atherosclerosis of aorta"	"I70.0"	35	306771529	0.0
	"2009"	"2009"	"Atherosclerosis of renal artery"	"I70.1"	34	306771529	0.0
	"2009"	"2009"	"Atherosclerosis of arteries of extremities"	"I70.2"	221	306771529	0.1
	"2009"	"2009"	"Generalized and unspecified atherosclerosis"	"I70.9"	7087	306771529	2.3
	"2009"	"2009"	"Dissection of aorta [any part]"	"I71.0"	3018	306771529	1.0
	"2009"	"2009"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	604	306771529	0.2
	"2009"	"2009"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	505	306771529	0.2
	"2009"	"2009"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	3100	306771529	1.0
	"2009"	"2009"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	1566	306771529	0.5
	"2009"	"2009"	"Thoracoabdominal aortic aneurysm, ruptured"	"I71.5"	80	306771529	0.0
	"2009"	"2009"	"Thoracoabdominal aortic aneurysm, without mention of rupture"	"I71.6"	125	306771529	0.0
	"2009"	"2009"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	992	306771529	0.3
	"2009"	"2009"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	607	306771529	0.2
	"2009"	"2009"	"Aneurysm of carotid artery"	"I72.0"	20	306771529	0.0
	"2009"	"2009"	"Aneurysm of artery of upper extremity"	"I72.1"	1	306771529	Unreliable
	"2009"	"2009"	"Aneurysm of renal artery"	"I72.2"	31	306771529	0.0
	"2009"	"2009"	"Aneurysm of iliac artery"	"I72.3"	97	306771529	0.0
	"2009"	"2009"	"Aneurysm of artery of lower extremity"	"I72.4"	47	306771529	0.0
	"2009"	"2009"	"Aneurysm of other specified arteries"	"I72.8"	66	306771529	0.0
	"2009"	"2009"	"Aneurysm of unspecified site"	"I72.9"	334	306771529	0.1
	"2009"	"2009"	"Raynaud syndrome"	"I73.0"	9	306771529	Unreliable
	"2009"	"2009"	"Thromboangiitis obliterans [Buerger]"	"I73.1"	14	306771529	Unreliable
	"2009"	"2009"	"Other specified peripheral vascular diseases"	"I73.8"	17	306771529	Unreliable
	"2009"	"2009"	"Peripheral vascular disease, unspecified"	"I73.9"	6503	306771529	2.1
	"2009"	"2009"	"Embolism and thrombosis of abdominal aorta"	"I74.0"	27	306771529	0.0
	"2009"	"2009"	"Embolism and thrombosis of other and unspecified parts of aorta"	"I74.1"	148	306771529	0.0
	"2009"	"2009"	"Embolism and thrombosis of arteries of upper extremities"	"I74.2"	2	306771529	Unreliable
	"2009"	"2009"	"Embolism and thrombosis of arteries of lower extremities"	"I74.3"	71	306771529	0.0
	"2009"	"2009"	"Embolism and thrombosis of arteries of extremities, unspecified"	"I74.4"	11	306771529	Unreliable
	"2009"	"2009"	"Embolism and thrombosis of iliac artery"	"I74.5"	11	306771529	Unreliable
	"2009"	"2009"	"Embolism and thrombosis of other arteries"	"I74.8"	29	306771529	0.0
	"2009"	"2009"	"Embolism and thrombosis of unspecified artery"	"I74.9"	274	306771529	0.1
	"2009"	"2009"	"Arteriovenous fistula, acquired"	"I77.0"	67	306771529	0.0
	"2009"	"2009"	"Stricture of artery"	"I77.1"	88	306771529	0.0
	"2009"	"2009"	"Rupture of artery"	"I77.2"	119	306771529	0.0
	"2009"	"2009"	"Arterial fibromuscular dysplasia"	"I77.3"	3	306771529	Unreliable
	"2009"	"2009"	"Coeliac artery compression syndrome"	"I77.4"	2	306771529	Unreliable
	"2009"	"2009"	"Arteritis, unspecified"	"I77.6"	263	306771529	0.1
	"2009"	"2009"	"Other specified disorders of arteries and arterioles"	"I77.8"	85	306771529	0.0
	"2009"	"2009"	"Disorder of arteries and arterioles, unspecified"	"I77.9"	277	306771529	0.1
	"2009"	"2009"	"Hereditary haemorrhagic telangiectasia"	"I78.0"	29	306771529	0.0
	"2009"	"2009"	"Naevus, non-neoplastic"	"I78.1"	6	306771529	Unreliable
	"2009"	"2009"	"Other diseases of capillaries"	"I78.8"	10	306771529	Unreliable
	"2009"	"2009"	"Phlebitis and thrombophlebitis of femoral vein"	"I80.1"	15	306771529	Unreliable
	"2009"	"2009"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	2452	306771529	0.8
	"2009"	"2009"	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	211	306771529	0.1
	"2009"	"2009"	"Phlebitis and thrombophlebitis of other sites"	"I80.8"	8	306771529	Unreliable
	"2009"	"2009"	"Phlebitis and thrombophlebitis of unspecified site"	"I80.9"	57	306771529	0.0
	"2009"	"2009"	"Portal vein thrombosis"	"I81"	107	306771529	0.0
	"2009"	"2009"	"Budd-Chiari syndrome"	"I82.0"	26	306771529	0.0
	"2009"	"2009"	"Thrombophlebitis migrans"	"I82.1"	1	306771529	Unreliable
	"2009"	"2009"	"Embolism and thrombosis of vena cava"	"I82.2"	35	306771529	0.0
	"2009"	"2009"	"Embolism and thrombosis of renal vein"	"I82.3"	2	306771529	Unreliable
	"2009"	"2009"	"Embolism and thrombosis of other specified veins"	"I82.8"	44	306771529	0.0
	"2009"	"2009"	"Embolism and thrombosis of unspecified vein"	"I82.9"	88	306771529	0.0
	"2009"	"2009"	"Varicose veins of lower extremities with ulcer"	"I83.0"	50	306771529	0.0
	"2009"	"2009"	"Varicose veins of lower extremities with inflammation"	"I83.1"	7	306771529	Unreliable
	"2009"	"2009"	"Varicose veins of lower extremities with both ulcer and inflammation"	"I83.2"	4	306771529	Unreliable
	"2009"	"2009"	"Varicose veins of lower extremities without ulcer or inflammation"	"I83.9"	61	306771529	0.0
	"2009"	"2009"	"Unspecified haemorrhoids with other complications"	"I84.8"	4	306771529	Unreliable
	"2009"	"2009"	"Unspecified haemorrhoids without complication"	"I84.9"	9	306771529	Unreliable
	"2009"	"2009"	"Oesophageal varices with bleeding"	"I85.0"	137	306771529	0.0
	"2009"	"2009"	"Oesophageal varices without bleeding"	"I85.9"	44	306771529	0.0
	"2009"	"2009"	"Gastric varices"	"I86.4"	21	306771529	0.0
	"2009"	"2009"	"Varicose veins of other specified sites"	"I86.8"	3	306771529	Unreliable
	"2009"	"2009"	"Postphlebitic syndrome"	"I87.0"	2	306771529	Unreliable
	"2009"	"2009"	"Compression of vein"	"I87.1"	19	306771529	Unreliable
	"2009"	"2009"	"Venous insufficiency (chronic)(peripheral)"	"I87.2"	43	306771529	0.0
	"2009"	"2009"	"Other specified disorders of veins"	"I87.8"	40	306771529	0.0
	"2009"	"2009"	"Disorder of vein, unspecified"	"I87.9"	7	306771529	Unreliable
	"2009"	"2009"	"Nonspecific lymphadenitis, unspecified"	"I88.9"	3	306771529	Unreliable
	"2009"	"2009"	"Lymphoedema, not elsewhere classified"	"I89.0"	56	306771529	0.0
	"2009"	"2009"	"Lymphangitis"	"I89.1"	2	306771529	Unreliable
	"2009"	"2009"	"Other specified noninfective disorders of lymphatic vessels and lymph nodes"	"I89.8"	21	306771529	0.0
	"2009"	"2009"	"Idiopathic hypotension"	"I95.0"	4	306771529	Unreliable
	"2009"	"2009"	"Orthostatic hypotension"	"I95.1"	27	306771529	0.0
	"2009"	"2009"	"Other hypotension"	"I95.8"	13	306771529	Unreliable
	"2009"	"2009"	"Hypotension, unspecified"	"I95.9"	238	306771529	0.1
	"2009"	"2009"	"Other and unspecified disorders of circulatory system"	"I99"	257	306771529	0.1
	"2010"	"2010"	"Rheumatic fever without mention of heart involvement"	"I00"	4	308745538	Unreliable
	"2010"	"2010"	"Acute rheumatic pericarditis"	"I01.0"	3	308745538	Unreliable
	"2010"	"2010"	"Acute rheumatic endocarditis"	"I01.1"	11	308745538	Unreliable
	"2010"	"2010"	"Other acute rheumatic heart disease"	"I01.8"	9	308745538	Unreliable
	"2010"	"2010"	"Acute rheumatic heart disease, unspecified"	"I01.9"	2	308745538	Unreliable
	"2010"	"2010"	"Mitral stenosis"	"I05.0"	416	308745538	0.1
	"2010"	"2010"	"Rheumatic mitral insufficiency"	"I05.1"	33	308745538	0.0
	"2010"	"2010"	"Mitral stenosis with insufficiency"	"I05.2"	13	308745538	Unreliable
	"2010"	"2010"	"Other mitral valve diseases"	"I05.8"	14	308745538	Unreliable
	"2010"	"2010"	"Mitral valve disease, unspecified"	"I05.9"	957	308745538	0.3
	"2010"	"2010"	"Rheumatic aortic stenosis"	"I06.0"	51	308745538	0.0
	"2010"	"2010"	"Rheumatic aortic insufficiency"	"I06.1"	6	308745538	Unreliable
	"2010"	"2010"	"Rheumatic aortic stenosis with insufficiency"	"I06.2"	2	308745538	Unreliable
	"2010"	"2010"	"Rheumatic aortic valve disease, unspecified"	"I06.9"	8	308745538	Unreliable
	"2010"	"2010"	"Tricuspid stenosis"	"I07.0"	1	308745538	Unreliable
	"2010"	"2010"	"Tricuspid insufficiency"	"I07.1"	219	308745538	0.1
	"2010"	"2010"	"Other tricuspid valve diseases"	"I07.8"	31	308745538	0.0
	"2010"	"2010"	"Tricuspid valve disease, unspecified"	"I07.9"	32	308745538	0.0
	"2010"	"2010"	"Disorders of both mitral and aortic valves"	"I08.0"	664	308745538	0.2
	"2010"	"2010"	"Disorders of both mitral and tricuspid valves"	"I08.1"	93	308745538	0.0
	"2010"	"2010"	"Disorders of both aortic and tricuspid valves"	"I08.2"	12	308745538	Unreliable
	"2010"	"2010"	"Combined disorders of mitral, aortic and tricuspid valves"	"I08.3"	41	308745538	0.0
	"2010"	"2010"	"Other multiple valve diseases"	"I08.8"	6	308745538	Unreliable
	"2010"	"2010"	"Multiple valve disease, unspecified"	"I08.9"	50	308745538	0.0
	"2010"	"2010"	"Rheumatic myocarditis"	"I09.0"	17	308745538	Unreliable
	"2010"	"2010"	"Rheumatic diseases of endocardium, valve unspecified"	"I09.1"	85	308745538	0.0
	"2010"	"2010"	"Other specified rheumatic heart diseases"	"I09.8"	2	308745538	Unreliable
	"2010"	"2010"	"Rheumatic heart disease, unspecified"	"I09.9"	205	308745538	0.1
	"2010"	"2010"	"Essential (primary) hypertension"	"I10"	17265	308745538	5.6
	"2010"	"2010"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	11215	308745538	3.6
	"2010"	"2010"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	22463	308745538	7.3
	"2010"	"2010"	"Hypertensive renal disease with renal failure"	"I12.0"	9066	308745538	2.9
	"2010"	"2010"	"Hypertensive renal disease without renal failure"	"I12.9"	289	308745538	0.1
	"2010"	"2010"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	81	308745538	0.0
	"2010"	"2010"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	1103	308745538	0.4
	"2010"	"2010"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	1527	308745538	0.5
	"2010"	"2010"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	96	308745538	0.0
	"2010"	"2010"	"Renovascular hypertension"	"I15.0"	9	308745538	Unreliable
	"2010"	"2010"	"Secondary hypertension, unspecified"	"I15.9"	5	308745538	Unreliable
	"2010"	"2010"	"Unstable angina"	"I20.0"	34	308745538	0.0
	"2010"	"2010"	"Angina pectoris with documented spasm"	"I20.1"	20	308745538	0.0
	"2010"	"2010"	"Angina pectoris, unspecified"	"I20.9"	101	308745538	0.0
	"2010"	"2010"	"Acute transmural myocardial infarction of anterior wall"	"I21.0"	3	308745538	Unreliable
	"2010"	"2010"	"Acute transmural myocardial infarction of inferior wall"	"I21.1"	1	308745538	Unreliable
	"2010"	"2010"	"Acute transmural myocardial infarction of other sites"	"I21.2"	3	308745538	Unreliable
	"2010"	"2010"	"Acute transmural myocardial infarction of unspecified site"	"I21.3"	14	308745538	Unreliable
	"2010"	"2010"	"Acute subendocardial myocardial infarction"	"I21.4"	112	308745538	0.0
	"2010"	"2010"	"Acute myocardial infarction, unspecified"	"I21.9"	121883	308745538	39.5
	"2010"	"2010"	"Subsequent myocardial infarction of anterior wall"	"I22.0"	2	308745538	Unreliable
	"2010"	"2010"	"Subsequent myocardial infarction of unspecified site"	"I22.9"	53	308745538	0.0
	"2010"	"2010"	"Other forms of acute ischaemic heart disease"	"I24.8"	1667	308745538	0.5
	"2010"	"2010"	"Acute ischaemic heart disease, unspecified"	"I24.9"	2503	308745538	0.8
	"2010"	"2010"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	57438	308745538	18.6
	"2010"	"2010"	"Atherosclerotic heart disease"	"I25.1"	171420	308745538	55.5
	"2010"	"2010"	"Aneurysm of heart"	"I25.3"	66	308745538	0.0
	"2010"	"2010"	"Coronary artery aneurysm"	"I25.4"	13	308745538	Unreliable
	"2010"	"2010"	"Ischaemic cardiomyopathy"	"I25.5"	11880	308745538	3.8
	"2010"	"2010"	"Silent myocardial ischaemia"	"I25.6"	1	308745538	Unreliable
	"2010"	"2010"	"Other forms of chronic ischaemic heart disease"	"I25.8"	1635	308745538	0.5
	"2010"	"2010"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	10710	308745538	3.5
	"2010"	"2010"	"Pulmonary embolism with mention of acute cor pulmonale"	"I26.0"	32	308745538	0.0
	"2010"	"2010"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	7290	308745538	2.4
	"2010"	"2010"	"Primary pulmonary hypertension"	"I27.0"	330	308745538	0.1
	"2010"	"2010"	"Kyphoscoliotic heart disease"	"I27.1"	50	308745538	0.0
	"2010"	"2010"	"Other secondary pulmonary hypertension"	"I27.2"	4977	308745538	1.6
	"2010"	"2010"	"Other specified pulmonary heart diseases"	"I27.8"	30	308745538	0.0
	"2010"	"2010"	"Pulmonary heart disease, unspecified"	"I27.9"	1099	308745538	0.4
	"2010"	"2010"	"Aneurysm of pulmonary artery"	"I28.1"	13	308745538	Unreliable
	"2010"	"2010"	"Other specified diseases of pulmonary vessels"	"I28.8"	20	308745538	0.0
	"2010"	"2010"	"Disease of pulmonary vessels, unspecified"	"I28.9"	28	308745538	0.0
	"2010"	"2010"	"Acute nonspecific idiopathic pericarditis"	"I30.0"	2	308745538	Unreliable
	"2010"	"2010"	"Infective pericarditis"	"I30.1"	21	308745538	0.0
	"2010"	"2010"	"Other forms of acute pericarditis"	"I30.8"	9	308745538	Unreliable
	"2010"	"2010"	"Acute pericarditis, unspecified"	"I30.9"	14	308745538	Unreliable
	"2010"	"2010"	"Chronic adhesive pericarditis"	"I31.0"	6	308745538	Unreliable
	"2010"	"2010"	"Chronic constrictive pericarditis"	"I31.1"	52	308745538	0.0
	"2010"	"2010"	"Haemopericardium, not elsewhere classified"	"I31.2"	29	308745538	0.0
	"2010"	"2010"	"Pericardial effusion (noninflammatory)"	"I31.3"	187	308745538	0.1
	"2010"	"2010"	"Other specified diseases of pericardium"	"I31.8"	1	308745538	Unreliable
